"texto","area"
"TERMO DE RATIFICAÇÃO DE PREGÃO ELETRÔNICO. Processo Administrativo nº 2024/09812. Reconheço e ratifico a contratação de VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA, inscrita no CNPJ sob nº 66.000.000/0001-00. Objeto: Prestação de serviços limpeza e conservação para os órgãos da administração direta. Valor Estimado: R$ 345.600,00, com base na Lei 14.133/2021.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. PREGÃO ELETRÔNICO. Ref. Proc. 2023/00456. PARTES: PREFEITURA MUNICIPAL X DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: O presente instrumento tem por objeto a Contratação de empresa para segurança patrimonial e vigilância atendendo a Secretaria de Administração, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 345.600,00.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE REGISTRO DE PREÇOS. Ref. Proc. PM-882/2023. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: O presente instrumento tem por objeto a Prestação de serviços segurança patrimonial e vigilância para as dependências do paço municipal, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 45.900,00.","Gestão Administrativa"
"EXTRATO DE CONTRATO. PROCESSO INSTRUTIVO: 0012.0034/2024. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS e SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: Locação de materiais de expediente para os servidores municipais. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 14/07/2026.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. PREGÃO ELETRÔNICO. Ref. Proc. 112233/2023. PARTES: FUNDO MUNICIPAL DE SAÚDE X DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: O presente instrumento tem por objeto a Contratação de empresa para serviços de auditoria contábil para as dependências do paço municipal, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 5.600.000,00.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. PREGÃO ELETRÔNICO. Ref. Proc. 2024/09812. PARTES: PREFEITURA MUNICIPAL X COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: O presente instrumento tem por objeto a Locação de frota de veículos atendendo a Secretaria de Administração, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 1.250.000,00.","Gestão Administrativa"
"DISPENSA DE LICITAÇÃO Nº 358/2024 - PROCESSO: PM-882/2023. CONTRATANTE: SECRETARIA MUNICIPAL DE INFRAESTRUTURA. CONTRATADA: DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO DO CONTRATO: Aquisição de materiais de expediente para os órgãos da administração direta. VALOR: R$ 45.900,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Gestão Administrativa"
"TERMO DE RATIFICAÇÃO DE PREGÃO ELETRÔNICO. Processo Administrativo nº 0012.0034/2024. Reconheço e ratifico a contratação de SERVIÇOS DE LIMPEZA BRASIL S/A, inscrita no CNPJ sob nº 62.000.000/0001-00. Objeto: Prestação de serviços frota de veículos para as dependências do paço municipal. Valor Estimado: R$ 5.600.000,00, com base na art. 25, caput, da Lei 8.666/93.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE REGISTRO DE PREÇOS. Ref. Proc. 112233/2023. PARTES: FUNDO MUNICIPAL DE SAÚDE X TECNOLOGIA INTEGRADA LTDA. OBJETO: O presente instrumento tem por objeto a Aquisição de materiais de expediente visando o regular funcionamento dos setores, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 345.600,00.","Gestão Administrativa"
"TOMADA DE PREÇOS. PROCESSO INSTRUTIVO: 112233/2023. PARTES: FUNDO MUNICIPAL DE SAÚDE e TECNOLOGIA INTEGRADA LTDA. OBJETO: Contratação de empresa para móveis de escritório para as dependências do paço municipal. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 02/07/2026.","Gestão Administrativa"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE TERMO ADITIVO. Processo Administrativo nº 112233/2023. Reconheço e ratifico a contratação de COMERCIAL DE ALIMENTOS UNIÃO EIRELI, inscrita no CNPJ sob nº 28.000.000/0001-00. Objeto: Prestação de serviços fornecimento de vales-alimentação para os órgãos da administração direta. Valor Estimado: R$ 15.400,00, com base na art. 75, inciso II, da Lei nº 14.133/21.","Gestão Administrativa"
"TERMO DE RATIFICAÇÃO DE AVISO DE LICITAÇÃO. Processo Administrativo nº PM-882/2023. Reconheço e ratifico a contratação de ORGANIZAÇÃO SOCIAL ESPERANÇA, inscrita no CNPJ sob nº 36.000.000/0001-00. Objeto: Contratação de empresa para segurança patrimonial e vigilância para todos os departamentos da prefeitura. Valor Estimado: R$ 345.600,00, com base na Lei 14.133/2021.","Gestão Administrativa"
"EXTRATO DE TERMO ADITIVO. PROCESSO INSTRUTIVO: PM-882/2023. PARTES: PREFEITURA MUNICIPAL e VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: Prestação de serviços móveis de escritório para os servidores municipais. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 29/07/2026.","Gestão Administrativa"
"TERMO DE RATIFICAÇÃO DE PREGÃO ELETRÔNICO. Processo Administrativo nº 2023/00456. Reconheço e ratifico a contratação de SERVIÇOS DE LIMPEZA BRASIL S/A, inscrita no CNPJ sob nº 18.000.000/0001-00. Objeto: Prestação de serviços serviços de copeiragem para as dependências do paço municipal. Valor Estimado: R$ 345.600,00, com base na art. 24, inciso II, da Lei nº 8.666/93.","Gestão Administrativa"
"INEXIGIBILIDADE DE LICITAÇÃO. PROCESSO INSTRUTIVO: 2024/09812. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA e SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: Aquisição de segurança patrimonial e vigilância visando o regular funcionamento dos setores. VALOR GLOBAL: R$ 89.000,00. FUNDAMENTO LEGAL: Lei 14.133/2021. ASSINATURA: 17/05/2026.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE TERMO ADITIVO. Ref. Proc. 2024/09812. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO X DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: O presente instrumento tem por objeto a Fornecimento de papel A4 e suprimentos de impressão para os servidores municipais, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 15.400,00.","Gestão Administrativa"
"TERMO DE RATIFICAÇÃO DE INEXIGIBILIDADE DE LICITAÇÃO. Processo Administrativo nº 0012.0034/2024. Reconheço e ratifico a contratação de ORGANIZAÇÃO SOCIAL ESPERANÇA, inscrita no CNPJ sob nº 53.000.000/0001-00. Objeto: Registro de preços para serviços papel A4 e suprimentos de impressão para manutenção das atividades administrativas contínuas. Valor Estimado: R$ 15.400,00, com base na Lei 14.133/2021.","Gestão Administrativa"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE TERMO ADITIVO. Processo Administrativo nº 2024/09812. Reconheço e ratifico a contratação de TECNOLOGIA INTEGRADA LTDA, inscrita no CNPJ sob nº 90.000.000/0001-00. Objeto: Locação de serviços de copeiragem para os órgãos da administração direta. Valor Estimado: R$ 89.000,00, com base na art. 25, caput, da Lei 8.666/93.","Gestão Administrativa"
"DISPENSA DE LICITAÇÃO Nº 147/2024 - PROCESSO: 2023/00456. CONTRATANTE: SECRETARIA MUNICIPAL DE INFRAESTRUTURA. CONTRATADA: DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO DO CONTRATO: Registro de preços para serviços serviços de copeiragem para os servidores municipais. VALOR: R$ 45.900,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Gestão Administrativa"
"AVISO DE LICITAÇÃO. PROCESSO INSTRUTIVO: 0012.0034/2024. PARTES: PREFEITURA MUNICIPAL e TECNOLOGIA INTEGRADA LTDA. OBJETO: Contratação de empresa para materiais de expediente para o centro administrativo municipal. VALOR GLOBAL: R$ 89.000,00. FUNDAMENTO LEGAL: Lei 14.133/2021. ASSINATURA: 31/07/2026.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE TERMO ADITIVO. Ref. Proc. 0012.0034/2024. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO X COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: O presente instrumento tem por objeto a Fornecimento de serviços de publicidade e propaganda institucional para o centro administrativo municipal, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 345.600,00.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. TOMADA DE PREÇOS. Ref. Proc. 2023/00456. PARTES: FUNDO MUNICIPAL DE SAÚDE X VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: O presente instrumento tem por objeto a Locação de papel A4 e suprimentos de impressão para os servidores municipais, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 1.250.000,00.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. INEXIGIBILIDADE DE LICITAÇÃO. Ref. Proc. 112233/2023. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: O presente instrumento tem por objeto a Locação de materiais de expediente visando o regular funcionamento dos setores, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 210.000,00.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. DISPENSA DE LICITAÇÃO. Ref. Proc. 0012.0034/2024. PARTES: PREFEITURA MUNICIPAL X CONSTRUTORA ALPHA LTDA. OBJETO: O presente instrumento tem por objeto a Fornecimento de papel A4 e suprimentos de impressão para manutenção das atividades administrativas contínuas, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 345.600,00.","Gestão Administrativa"
"TERMO DE RATIFICAÇÃO DE PREGÃO ELETRÔNICO. Processo Administrativo nº 0012.0034/2024. Reconheço e ratifico a contratação de DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE, inscrita no CNPJ sob nº 89.000.000/0001-00. Objeto: Fornecimento de frota de veículos para o centro administrativo municipal. Valor Estimado: R$ 345.600,00, com base na Lei 14.133/2021.","Gestão Administrativa"
"TOMADA DE PREÇOS. PROCESSO INSTRUTIVO: PM-882/2023. PARTES: PREFEITURA MUNICIPAL e TECNOLOGIA INTEGRADA LTDA. OBJETO: Contratação de empresa para frota de veículos para manutenção das atividades administrativas contínuas. VALOR GLOBAL: R$ 210.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 17/05/2026.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. AVISO DE LICITAÇÃO. Ref. Proc. 0012.0034/2024. PARTES: FUNDO MUNICIPAL DE SAÚDE X VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: O presente instrumento tem por objeto a Aquisição de materiais de expediente atendendo a Secretaria de Administração, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 15.400,00.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. TOMADA DE PREÇOS. Ref. Proc. 0012.0034/2024. PARTES: PREFEITURA MUNICIPAL X ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: O presente instrumento tem por objeto a Fornecimento de materiais de expediente atendendo a Secretaria de Administração, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 89.000,00.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. INEXIGIBILIDADE DE LICITAÇÃO. Ref. Proc. 2023/00456. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: O presente instrumento tem por objeto a Fornecimento de segurança patrimonial e vigilância para os órgãos da administração direta, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 5.600.000,00.","Gestão Administrativa"
"AVISO DE LICITAÇÃO. PROCESSO INSTRUTIVO: PM-882/2023. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e TECNOLOGIA INTEGRADA LTDA. OBJETO: Registro de preços para serviços segurança patrimonial e vigilância atendendo a Secretaria de Administração. VALOR GLOBAL: R$ 45.900,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 02/06/2026.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. PREGÃO ELETRÔNICO. Ref. Proc. 0012.0034/2024. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: O presente instrumento tem por objeto a Registro de preços para serviços materiais de expediente atendendo a Secretaria de Administração, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 210.000,00.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. DISPENSA DE LICITAÇÃO. Ref. Proc. PMSC-098/24. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: O presente instrumento tem por objeto a Locação de serviços de publicidade e propaganda institucional para todos os departamentos da prefeitura, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 15.400,00.","Gestão Administrativa"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE REGISTRO DE PREÇOS. Processo Administrativo nº 112233/2023. Reconheço e ratifico a contratação de ORGANIZAÇÃO SOCIAL ESPERANÇA, inscrita no CNPJ sob nº 22.000.000/0001-00. Objeto: Registro de preços para serviços limpeza e conservação para manutenção das atividades administrativas contínuas. Valor Estimado: R$ 45.900,00, com base na Lei 14.133/2021.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE REGISTRO DE PREÇOS. Ref. Proc. 0012.0034/2024. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO X COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: O presente instrumento tem por objeto a Prestação de serviços papel A4 e suprimentos de impressão atendendo a Secretaria de Administração, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 89.000,00.","Gestão Administrativa"
"INEXIGIBILIDADE DE LICITAÇÃO. PROCESSO INSTRUTIVO: 2023/00456. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: Registro de preços para serviços segurança patrimonial e vigilância para manutenção das atividades administrativas contínuas. VALOR GLOBAL: R$ 345.600,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 11/06/2026.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE CONTRATO. Ref. Proc. 0012.0034/2024. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO X ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: O presente instrumento tem por objeto a Fornecimento de fornecimento de vales-alimentação para os servidores municipais, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 1.250.000,00.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE CONTRATO. Ref. Proc. 2023/00456. PARTES: FUNDO MUNICIPAL DE SAÚDE X TECNOLOGIA INTEGRADA LTDA. OBJETO: O presente instrumento tem por objeto a Locação de serviços de publicidade e propaganda institucional para os órgãos da administração direta, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 1.250.000,00.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. DISPENSA DE LICITAÇÃO. Ref. Proc. 2024/09812. PARTES: PREFEITURA MUNICIPAL X VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: O presente instrumento tem por objeto a Prestação de serviços segurança patrimonial e vigilância atendendo a Secretaria de Administração, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 5.600.000,00.","Gestão Administrativa"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE TERMO ADITIVO. Processo Administrativo nº 2024/09812. Reconheço e ratifico a contratação de COMERCIAL DE ALIMENTOS UNIÃO EIRELI, inscrita no CNPJ sob nº 25.000.000/0001-00. Objeto: Locação de limpeza e conservação atendendo a Secretaria de Administração. Valor Estimado: R$ 5.600.000,00, com base na Lei 14.133/2021.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. INEXIGIBILIDADE DE LICITAÇÃO. Ref. Proc. PM-882/2023. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO X CONSTRUTORA ALPHA LTDA. OBJETO: O presente instrumento tem por objeto a Registro de preços para serviços móveis de escritório para o centro administrativo municipal, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 5.600.000,00.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. AVISO DE LICITAÇÃO. Ref. Proc. 112233/2023. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO X CONSTRUTORA ALPHA LTDA. OBJETO: O presente instrumento tem por objeto a Registro de preços para serviços serviços de publicidade e propaganda institucional para as dependências do paço municipal, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 345.600,00.","Gestão Administrativa"
"DISPENSA DE LICITAÇÃO. PROCESSO INSTRUTIVO: 0012.0034/2024. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: Prestação de serviços serviços de auditoria contábil atendendo a Secretaria de Administração. VALOR GLOBAL: R$ 89.000,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 04/05/2026.","Gestão Administrativa"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE CONTRATO. Processo Administrativo nº 2024/09812. Reconheço e ratifico a contratação de TECNOLOGIA INTEGRADA LTDA, inscrita no CNPJ sob nº 70.000.000/0001-00. Objeto: Prestação de serviços serviços de copeiragem para manutenção das atividades administrativas contínuas. Valor Estimado: R$ 5.600.000,00, com base na art. 25, caput, da Lei 8.666/93.","Gestão Administrativa"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE REGISTRO DE PREÇOS. Processo Administrativo nº 112233/2023. Reconheço e ratifico a contratação de SERVIÇOS DE LIMPEZA BRASIL S/A, inscrita no CNPJ sob nº 52.000.000/0001-00. Objeto: Contratação de empresa para serviços de auditoria contábil para todos os departamentos da prefeitura. Valor Estimado: R$ 210.000,00, com base na art. 24, inciso II, da Lei nº 8.666/93.","Gestão Administrativa"
"EXTRATO DE CONTRATO Nº 331/2024 - PROCESSO: 0012.0034/2024. CONTRATANTE: SECRETARIA MUNICIPAL DE INFRAESTRUTURA. CONTRATADA: TECNOLOGIA INTEGRADA LTDA. OBJETO DO CONTRATO: Contratação de empresa para papel A4 e suprimentos de impressão atendendo a Secretaria de Administração. VALOR: R$ 45.900,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Gestão Administrativa"
"TERMO DE RATIFICAÇÃO DE DISPENSA DE LICITAÇÃO. Processo Administrativo nº 112233/2023. Reconheço e ratifico a contratação de CONSTRUTORA ALPHA LTDA, inscrita no CNPJ sob nº 10.000.000/0001-00. Objeto: Registro de preços para serviços frota de veículos para as dependências do paço municipal. Valor Estimado: R$ 345.600,00, com base na Lei 14.133/2021.","Gestão Administrativa"
"EXTRATO DE CONTRATO Nº 381/2024 - PROCESSO: PMSC-098/24. CONTRATANTE: PREFEITURA MUNICIPAL. CONTRATADA: VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO DO CONTRATO: Prestação de serviços frota de veículos para os servidores municipais. VALOR: R$ 45.900,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Gestão Administrativa"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. AVISO DE LICITAÇÃO. Ref. Proc. 2024/09812. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO X ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: O presente instrumento tem por objeto a Fornecimento de serviços de auditoria contábil para manutenção das atividades administrativas contínuas, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 1.250.000,00.","Gestão Administrativa"
